name,handedness,height,weight,avg,HR,BMI,BMI-C,avg-C,size
Sixto Lezcano,Right,70,165,0.271,148,24,24-26,avg<0.33,2
Skip Jutze,Right,71,190,0.215,3,27,27-31,avg<0.23,2
Sonny Jackson,Left,69,150,0.251,7,23,20-23,avg<0.26,2
Sonny Siebert,Right,75,190,0.173,12,24,24-26,avg<0.23,2
Stan Papi,Right,72,170,0.218,7,24,24-26,avg<0.23,2
Steve Barber,Left,72,195,0.115,5,27,27-31,avg<0.23,2
Steve Blass,Right,72,165,0.172,1,23,20-23,avg<0.23,2
Steve Braun,Left,70,180,0.271,52,26,24-26,avg<0.33,2
Steve Brye,Right,72,190,0.258,30,26,24-26,avg<0.26,2
Steve Carlton,Left,76,210,0.201,13,26,24-26,avg<0.23,2
Steve Dillard,Right,73,180,0.243,13,24,24-26,avg<0.26,2
Steve Garvey,Right,70,192,0.294,272,28,27-31,avg<0.33,2
Steve Henderson,Right,74,190,0.28,68,25,24-26,avg<0.33,2
Steve Hovley,Left,70,188,0.258,8,28,27-31,avg<0.26,2
Steve Huntz,Both,73,204,0.206,16,28,27-31,avg<0.23,2
Steve Jeltz,Both,71,180,0.21,5,26,24-26,avg<0.23,2
Steve Kemp,Left,72,195,0.278,130,27,27-31,avg<0.33,2
Steve Lombardozzi,Right,72,175,0.233,20,24,24-26,avg<0.26,2
Steve Nicosia,Right,70,185,0.248,11,27,27-31,avg<0.26,2
Steve Ontiveros,Both,72,185,0.274,24,26,24-26,avg<0.33,2
Steve Renko,Right,77,230,0.215,6,28,27-31,avg<0.23,2
Steve Rogers,Right,74,175,0.138,0,23,20-23,avg<0.23,2
Steve Swisher,Right,74,205,0.216,20,27,27-31,avg<0.23,2
Steve Whitaker,Left,72,180,0.23,24,25,24-26,avg<0.26,2
Steve Yeager,Right,72,190,0.228,102,26,24-26,avg<0.23,2
Syd O'Brien,Right,73,185,0.23,24,25,24-26,avg<0.26,2
Ted Cox,Right,75,195,0.245,10,25,24-26,avg<0.26,2
Ted Ford,Right,70,180,0.219,17,26,24-26,avg<0.23,2
Ted Kubiak,Both,72,175,0.231,13,24,24-26,avg<0.26,2
Ted Martinez,Right,72,165,0.24,7,23,20-23,avg<0.26,2
Ted Savage,Right,73,185,0.233,34,25,24-26,avg<0.26,2
Ted Simmons,Both,71,193,0.285,248,28,27-31,avg<0.33,2
Ted Sizemore,Right,70,165,0.262,23,24,24-26,avg<0.33,2
Ted Uhlaender,Left,74,190,0.263,36,25,24-26,avg<0.33,2
Terry Crowley,Left,72,180,0.25,42,25,24-26,avg<0.26,2
Terry Francona,Left,73,190,0.274,16,26,24-26,avg<0.33,2
Terry Harmon,Right,74,180,0.233,4,24,24-26,avg<0.26,2
Terry Harper,Right,76,195,0.253,36,24,24-26,avg<0.26,2
Terry Humphrey,Right,75,185,0.211,6,24,24-26,avg<0.23,2
Terry Whitfield,Left,73,197,0.281,33,27,27-31,avg<0.33,2
Thad Bosley,Left,75,175,0.272,20,22,20-23,avg<0.33,2
Thurman Munson,Right,71,190,0.292,113,27,27-31,avg<0.33,2
Tim Blackwell,Both,71,170,0.228,6,24,24-26,avg<0.23,2
Tim Corcoran,Left,71,175,0.27,12,25,24-26,avg<0.33,2
Tim Cullen,Right,73,185,0.22,9,25,24-26,avg<0.23,2
Tim Flannery,Left,71,175,0.255,9,25,24-26,avg<0.26,2
Tim Foli,Right,72,179,0.251,25,25,24-26,avg<0.26,2
Tim Harkness,Left,74,182,0.235,14,24,24-26,avg<0.26,2
Tim Johnson,Left,73,170,0.223,0,23,20-23,avg<0.23,2
Tim Laudner,Right,75,212,0.225,77,27,27-31,avg<0.23,2
Tito Fuentes,Both,71,175,0.268,45,25,24-26,avg<0.33,2
Tito Landrum,Right,71,175,0.249,13,25,24-26,avg<0.26,2
Toby Harrah,Right,72,175,0.264,195,24,24-26,avg<0.33,2
Todd Cruz,Right,72,175,0.22,34,24,24-26,avg<0.23,2
Tom Brookens,Right,70,165,0.246,71,24,24-26,avg<0.26,2
Tom Egan,Right,76,218,0.2,22,27,27-31,avg<0.23,2
Tom Grieve,Right,74,190,0.249,65,25,24-26,avg<0.26,2
Tom Haller,Left,76,195,0.257,134,24,24-26,avg<0.26,2
Tom Hutton,Left,71,180,0.248,22,26,24-26,avg<0.26,2
Tom Lawless,Right,71,170,0.207,2,24,24-26,avg<0.23,2
Tom Matchick,Left,73,173,0.215,4,23,20-23,avg<0.23,2
Tom Nieto,Right,73,193,0.205,5,26,24-26,avg<0.23,2
Tom O'Malley,Left,72,180,0.256,13,25,24-26,avg<0.26,2
Tom Paciorek,Right,76,215,0.282,86,27,27-31,avg<0.33,2
Tom Poquette,Left,70,175,0.268,10,26,24-26,avg<0.33,2
Tom Satriano,Left,73,185,0.225,21,25,24-26,avg<0.23,2
Tom Seaver,Right,73,195,0.154,12,26,24-26,avg<0.23,2
Tom Tresh,Both,73,180,0.245,153,24,24-26,avg<0.26,2
Tom Veryzer,Right,73,175,0.241,14,24,24-26,avg<0.26,2
Tommie Aaron,Right,75,190,0.229,13,24,24-26,avg<0.23,2
Tommie Agee,Right,71,195,0.255,130,28,27-31,avg<0.26,2
Tommie Reynolds,Right,74,190,0.226,12,25,24-26,avg<0.23,2
Tommy Dean,Right,72,165,0.18,4,23,20-23,avg<0.23,2
Tommy Harper,Right,69,165,0.257,146,25,24-26,avg<0.26,2
Tommy Helms,Right,70,165,0.269,34,24,24-26,avg<0.33,2
Tommy John,Right,75,180,0.157,5,23,20-23,avg<0.23,2
Tommy McCraw,Left,72,183,0.246,75,25,24-26,avg<0.26,2
Tony Armas,Right,71,182,0.252,251,26,24-26,avg<0.26,2
Tony Cloninger,Right,72,210,0.192,11,29,27-31,avg<0.23,2
Tony Conigliaro,Right,75,185,0.264,166,24,24-26,avg<0.33,2
Tony Gonzalez,Left,69,170,0.286,103,26,24-26,avg<0.33,2
Tony Horton,Right,75,210,0.268,76,27,27-31,avg<0.33,2
Tony Muser,Left,74,180,0.259,7,24,24-26,avg<0.26,2
Tony Oliva,Left,73,175,0.304,220,24,24-26,avg<0.33,2
Tony Perez,Right,74,175,0.279,379,23,20-23,avg<0.33,2
Tony Scott,Both,72,164,0.249,17,23,20-23,avg<0.26,2
Tony Solaita,Left,72,210,0.255,50,29,27-31,avg<0.26,2
Tucker Ashford,Right,73,195,0.218,6,26,24-26,avg<0.23,2
Ty Cline,Left,72,170,0.238,6,24,24-26,avg<0.26,2
U L Washington,Both,71,175,0.251,27,25,24-26,avg<0.26,2
Vern Fuller,Right,73,170,0.232,14,23,20-23,avg<0.26,2
Vic Correll,Right,70,185,0.229,29,27,27-31,avg<0.23,2
Vic Davalillo,Left,67,150,0.279,36,24,24-26,avg<0.33,2
Vic Harris,Both,71,165,0.217,13,24,24-26,avg<0.23,2
Vida Blue,Both,72,189,0.104,4,26,24-26,avg<0.23,2
Von Joshua,Left,70,170,0.273,30,25,24-26,avg<0.33,2
Wallace Johnson,Both,72,173,0.255,5,24,24-26,avg<0.26,2
Walt Bond,Left,79,228,0.256,41,26,24-26,avg<0.26,2
Walt Williams,Right,66,165,0.27,33,27,27-31,avg<0.33,2
Wayne Comer,Right,70,175,0.229,16,26,24-26,avg<0.23,2
Wayne Garrett,Left,71,175,0.239,61,25,24-26,avg<0.26,2
Wayne Gross,Left,74,210,0.233,121,28,27-31,avg<0.26,2
Wayne Krenchicki,Left,73,180,0.266,15,24,24-26,avg<0.33,2
Wayne Nordhagen,Right,74,205,0.282,39,27,27-31,avg<0.33,2
Wayne Tolleson,Both,69,160,0.241,9,24,24-26,avg<0.26,2
Wes Parker,Both,73,180,0.267,64,24,24-26,avg<0.33,2
Wilbur Howard,Both,74,170,0.25,6,22,20-23,avg<0.26,2
Willie Aikens,Left,75,220,0.271,110,28,27-31,avg<0.33,2
Willie Crawford,Left,73,197,0.268,86,27,27-31,avg<0.33,2
Willie Davis,Left,74,180,0.279,182,24,24-26,avg<0.33,2
Willie Horton,Right,71,209,0.273,325,30,27-31,avg<0.33,2
Willie Montanez,Left,72,170,0.275,139,24,24-26,avg<0.33,2
Willie Norwood,Right,72,185,0.242,18,26,24-26,avg<0.26,2
Willie Smith,Left,72,182,0.248,46,25,24-26,avg<0.26,2
Willie Stargell,Left,74,188,0.282,475,25,24-26,avg<0.33,2
Willie Upshaw,Left,72,185,0.262,123,26,24-26,avg<0.33,2
Winston Llenas,Right,70,165,0.23,3,24,24-26,avg<0.26,2
Woodie Fryman,Right,75,197,0.138,2,25,24-26,avg<0.23,2
Woody Woodward,Right,74,180,0.236,1,24,24-26,avg<0.26,2
