name,handedness,height,weight,avg,HR,BMI,BMI-C,avg-C,size
Steve Whitaker,L,72,180,0.23,24,25,24-26,avg<0.26,2
Steve Yeager,R,72,190,0.228,102,26,24-26,avg<0.23,2
Syd O'Brien,R,73,185,0.23,24,25,24-26,avg<0.26,2
Ted Cox,R,75,195,0.245,10,25,24-26,avg<0.26,2
Ted Ford,R,70,180,0.219,17,26,24-26,avg<0.23,2
Ted Kubiak,B,72,175,0.231,13,24,24-26,avg<0.26,2
Ted Martinez,R,72,165,0.24,7,23,20-23,avg<0.26,2
Ted Savage,R,73,185,0.233,34,25,24-26,avg<0.26,2
Ted Simmons,B,71,193,0.285,248,28,27-31,avg<0.33,2
Ted Sizemore,R,70,165,0.262,23,24,24-26,avg<0.33,2
Ted Uhlaender,L,74,190,0.263,36,25,24-26,avg<0.33,2
Terry Crowley,L,72,180,0.25,42,25,24-26,avg<0.26,2
Terry Francona,L,73,190,0.274,16,26,24-26,avg<0.33,2
Terry Harmon,R,74,180,0.233,4,24,24-26,avg<0.26,2
Terry Harper,R,76,195,0.253,36,24,24-26,avg<0.26,2
Terry Humphrey,R,75,185,0.211,6,24,24-26,avg<0.23,2
Terry Whitfield,L,73,197,0.281,33,27,27-31,avg<0.33,2
Thad Bosley,L,75,175,0.272,20,22,20-23,avg<0.33,2
Thurman Munson,R,71,190,0.292,113,27,27-31,avg<0.33,2
Tim Blackwell,B,71,170,0.228,6,24,24-26,avg<0.23,2
Tim Corcoran,L,71,175,0.27,12,25,24-26,avg<0.33,2
Tim Cullen,R,73,185,0.22,9,25,24-26,avg<0.23,2
Tim Flannery,L,71,175,0.255,9,25,24-26,avg<0.26,2
Tim Foli,R,72,179,0.251,25,25,24-26,avg<0.26,2
Tim Harkness,L,74,182,0.235,14,24,24-26,avg<0.26,2
Tim Johnson,L,73,170,0.223,0,23,20-23,avg<0.23,2
Tim Laudner,R,75,212,0.225,77,27,27-31,avg<0.23,2
Tito Fuentes,B,71,175,0.268,45,25,24-26,avg<0.33,2
Tito Landrum,R,71,175,0.249,13,25,24-26,avg<0.26,2
Toby Harrah,R,72,175,0.264,195,24,24-26,avg<0.33,2
Todd Cruz,R,72,175,0.22,34,24,24-26,avg<0.23,2
Tom Brookens,R,70,165,0.246,71,24,24-26,avg<0.26,2
Tom Egan,R,76,218,0.2,22,27,27-31,avg<0.23,2
Tom Grieve,R,74,190,0.249,65,25,24-26,avg<0.26,2
Tom Haller,L,76,195,0.257,134,24,24-26,avg<0.26,2
Tom Hutton,L,71,180,0.248,22,26,24-26,avg<0.26,2
Tom Lawless,R,71,170,0.207,2,24,24-26,avg<0.23,2
Tom Matchick,L,73,173,0.215,4,23,20-23,avg<0.23,2
Tom Nieto,R,73,193,0.205,5,26,24-26,avg<0.23,2
Tom O'Malley,L,72,180,0.256,13,25,24-26,avg<0.26,2
Tom Paciorek,R,76,215,0.282,86,27,27-31,avg<0.33,2
Tom Poquette,L,70,175,0.268,10,26,24-26,avg<0.33,2
Tom Satriano,L,73,185,0.225,21,25,24-26,avg<0.23,2
Tom Seaver,R,73,195,0.154,12,26,24-26,avg<0.23,2
Tom Tresh,B,73,180,0.245,153,24,24-26,avg<0.26,2
Tom Veryzer,R,73,175,0.241,14,24,24-26,avg<0.26,2
Tommie Aaron,R,75,190,0.229,13,24,24-26,avg<0.23,2
Tommie Agee,R,71,195,0.255,130,28,27-31,avg<0.26,2
Tommie Reynolds,R,74,190,0.226,12,25,24-26,avg<0.23,2
Tommy Dean,R,72,165,0.18,4,23,20-23,avg<0.23,2
Tommy Harper,R,69,165,0.257,146,25,24-26,avg<0.26,2
Tommy Helms,R,70,165,0.269,34,24,24-26,avg<0.33,2
Tommy John,R,75,180,0.157,5,23,20-23,avg<0.23,2
Tommy McCraw,L,72,183,0.246,75,25,24-26,avg<0.26,2
Tony Armas,R,71,182,0.252,251,26,24-26,avg<0.26,2
Tony Cloninger,R,72,210,0.192,11,29,27-31,avg<0.23,2
Tony Conigliaro,R,75,185,0.264,166,24,24-26,avg<0.33,2
Tony Gonzalez,L,69,170,0.286,103,26,24-26,avg<0.33,2
Tony Horton,R,75,210,0.268,76,27,27-31,avg<0.33,2
Tony Muser,L,74,180,0.259,7,24,24-26,avg<0.26,2
Tony Oliva,L,73,175,0.304,220,24,24-26,avg<0.33,2
Tony Perez,R,74,175,0.279,379,23,20-23,avg<0.33,2
Tony Scott,B,72,164,0.249,17,23,20-23,avg<0.26,2
Tony Solaita,L,72,210,0.255,50,29,27-31,avg<0.26,2
Tucker Ashford,R,73,195,0.218,6,26,24-26,avg<0.23,2
Ty Cline,L,72,170,0.238,6,24,24-26,avg<0.26,2
U L Washington,B,71,175,0.251,27,25,24-26,avg<0.26,2
Vern Fuller,R,73,170,0.232,14,23,20-23,avg<0.26,2
Vic Correll,R,70,185,0.229,29,27,27-31,avg<0.23,2
Vic Davalillo,L,67,150,0.279,36,24,24-26,avg<0.33,2
Vic Harris,B,71,165,0.217,13,24,24-26,avg<0.23,2
Vida Blue,B,72,189,0.104,4,26,24-26,avg<0.23,2
Von Joshua,L,70,170,0.273,30,25,24-26,avg<0.33,2
Wallace Johnson,B,72,173,0.255,5,24,24-26,avg<0.26,2
Walt Bond,L,79,228,0.256,41,26,24-26,avg<0.26,2
Walt Williams,R,66,165,0.27,33,27,27-31,avg<0.33,2
Wayne Comer,R,70,175,0.229,16,26,24-26,avg<0.23,2
Wayne Garrett,L,71,175,0.239,61,25,24-26,avg<0.26,2
Wayne Gross,L,74,210,0.233,121,28,27-31,avg<0.26,2
Wayne Krenchicki,L,73,180,0.266,15,24,24-26,avg<0.33,2
Wayne Nordhagen,R,74,205,0.282,39,27,27-31,avg<0.33,2
Wayne Tolleson,B,69,160,0.241,9,24,24-26,avg<0.26,2
Wes Parker,B,73,180,0.267,64,24,24-26,avg<0.33,2
Wilbur Howard,B,74,170,0.25,6,22,20-23,avg<0.26,2
Willie Aikens,L,75,220,0.271,110,28,27-31,avg<0.33,2
Willie Crawford,L,73,197,0.268,86,27,27-31,avg<0.33,2
Willie Davis,L,74,180,0.279,182,24,24-26,avg<0.33,2
Willie Horton,R,71,209,0.273,325,30,27-31,avg<0.33,2
Willie Montanez,L,72,170,0.275,139,24,24-26,avg<0.33,2
Willie Norwood,R,72,185,0.242,18,26,24-26,avg<0.26,2
Willie Smith,L,72,182,0.248,46,25,24-26,avg<0.26,2
Willie Stargell,L,74,188,0.282,475,25,24-26,avg<0.33,2
Willie Upshaw,L,72,185,0.262,123,26,24-26,avg<0.33,2
Winston Llenas,R,70,165,0.23,3,24,24-26,avg<0.26,2
Woodie Fryman,R,75,197,0.138,2,25,24-26,avg<0.23,2
Woody Woodward,R,74,180,0.236,1,24,24-26,avg<0.26,2
